id,order_id,product_id,quantity,unit_price,total_price,status,created_at,updated_at
1274,01M0MX49WH8TK4YGS9A0WD74FD,417359ZGZV0QNH8M3DEYW8G5,6,350.00,2100.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1275,01M0MX49WH8TK4YGS9A0WD74FD,412596TV7NC82RBGNTA0W8JZ,19,35.00,665.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1276,01M0MX49WH0REWRHAYMNMJVY9J,4138050CXS9PQSNF661Q1A1F,2,140.00,280.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1277,01M0MX49WH0REWRHAYMNMJVY9J,4088862F2RR4FH8VD6HQ69ZM,16,350.00,5600.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1278,01M0MX49WH33N3343SHKYW50S5,4088862F2RR4FH8VD6HQ69ZM,2,350.00,700.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1279,01M0MX49WH33N3343SHKYW50S5,411039DJMEE6FWS52GMATRN7,7,25.00,175.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1280,01M0MX49WH9TPM8DRB7HVG22CQ,4162975Y25KN73W7KKDJGX6P,16,245.00,3920.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1281,01M0MX49WH9TPM8DRB7HVG22CQ,416496PKZM0T9NY433H8KP6M,2,30.00,60.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1282,01M0MX49WH3HKZGJQCWWXASJND,4116065CZMHNTR71A86YWAMC,17,350.00,5950.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1283,01M0MX49WH3HKZGJQCWWXASJND,413005KN3WGNAPH6NCQ5JCT9,9,350.00,3150.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1291,01M0MX49WHJMHGF9QSWK4HCTE8,408186TJ449WSVW673RWDK4X,9,30.00,270.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1292,01M0MX49WHFGVFCV718JY7KJA0,4138050CXS9PQSNF661Q1A1F,20,140.00,2800.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1293,01M0MX49WHATFHCG4BEZDXYZRY,409892D87XEVH1ZTZXV5F6C1,4,155.00,620.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1294,01M0MX49WHATFHCG4BEZDXYZRY,411921G8X1MT1A4Z5EPH3YP4,16,30.00,480.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1295,01M0MX49WHS0V19YY285FA7VZJ,413005KN3WGNAPH6NCQ5JCT9,14,350.00,4900.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1296,01M0MX49WHGNA5GW9NJ5ARZXQ7,412596TV7NC82RBGNTA0W8JZ,19,35.00,665.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1297,01M0MX49WH5AB40PWT3BHSCM3C,407702R5D86R3CBB81E3X29M,19,350.00,6650.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1298,01M0MX49WH5AB40PWT3BHSCM3C,41511344QHQDJBZ4FRV45NKC,2,350.00,700.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1299,01M0MX49WH5AB40PWT3BHSCM3C,417359ZGZV0QNH8M3DEYW8G5,9,350.00,3150.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1302,01M0MX49WHAT8MJYZ2HM04HXEY,416496PKZM0T9NY433H8KP6M,20,30.00,600.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1303,01M0MX49WHR0ZSF8G2NB1SWGF1,4088862F2RR4FH8VD6HQ69ZM,14,350.00,4900.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1304,01M0MX49WHNY5TNZQVQTDNGV5H,417359ZGZV0QNH8M3DEYW8G5,20,350.00,7000.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1305,01M0MX49WHNY5TNZQVQTDNGV5H,411039DJMEE6FWS52GMATRN7,17,25.00,425.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1306,01M0MX49WHNY5TNZQVQTDNGV5H,414773WE720HJ0P121AG8FHQ,6,350.00,2100.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1307,01M0MX49WHPHKXQDVJHKHENRT9,412596TV7NC82RBGNTA0W8JZ,3,35.00,105.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1308,01M0MX49WHPHKXQDVJHKHENRT9,4088862F2RR4FH8VD6HQ69ZM,13,350.00,4550.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1309,01M0MX49WHPHKXQDVJHKHENRT9,4162975Y25KN73W7KKDJGX6P,5,245.00,1225.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1310,01M0MX49WH41DZJ4Q8YH4Y5ENW,408186TJ449WSVW673RWDK4X,14,30.00,420.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1311,01M0MX49WH41DZJ4Q8YH4Y5ENW,41511344QHQDJBZ4FRV45NKC,20,350.00,7000.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1312,01M0MX49WH41DZJ4Q8YH4Y5ENW,4116065CZMHNTR71A86YWAMC,6,350.00,2100.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1313,01M0MX49WH4Z4TJ108TRRD0PGX,407702R5D86R3CBB81E3X29M,18,350.00,6300.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1314,01M0MX49WH4Z4TJ108TRRD0PGX,408186TJ449WSVW673RWDK4X,4,30.00,120.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1315,01M0MX49WH4Z4TJ108TRRD0PGX,413521JP1792738MBB68XMK5,16,350.00,5600.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1316,01M0MX49WH277NGCQQ3XJM55F3,409420087QNW2D06G06MH7JS,14,350.00,4900.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1317,01M0MX49WH277NGCQQ3XJM55F3,408186TJ449WSVW673RWDK4X,14,30.00,420.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1318,01M0MX49WH277NGCQQ3XJM55F3,4138050CXS9PQSNF661Q1A1F,2,140.00,280.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1319,01M0MX49WH7KJM4MNABMRXG1BX,4162975Y25KN73W7KKDJGX6P,12,245.00,2940.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1320,01M0MX49WH7KJM4MNABMRXG1BX,412596TV7NC82RBGNTA0W8JZ,19,35.00,665.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1321,01M0MX49WHGTHEKGN99BQGMNB6,411921G8X1MT1A4Z5EPH3YP4,8,30.00,240.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1322,01M0MX49WHGTHEKGN99BQGMNB6,413521JP1792738MBB68XMK5,10,350.00,3500.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1323,01M0MX49WHYWNMYK1W09SWQWM0,414773WE720HJ0P121AG8FHQ,7,350.00,2450.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1324,01M0MX49WHYWNMYK1W09SWQWM0,409420087QNW2D06G06MH7JS,1,350.00,350.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1328,01M0MX49WHTGZNN6WDCK6AM71C,41150684MEXX0KJ3HG4B279E,19,30.00,570.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1329,01M0MX49WHBRW3PNX92S3QTD0G,41150684MEXX0KJ3HG4B279E,19,30.00,570.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1330,01M0MX49WHBRW3PNX92S3QTD0G,4138050CXS9PQSNF661Q1A1F,20,140.00,2800.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1331,01M0MX49WHBRW3PNX92S3QTD0G,414773WE720HJ0P121AG8FHQ,13,350.00,4550.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1332,01M0MX49WHZ1YWJ69REV29D69J,411921G8X1MT1A4Z5EPH3YP4,6,30.00,180.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1333,01M0MX49WHZ1YWJ69REV29D69J,4138050CXS9PQSNF661Q1A1F,18,140.00,2520.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1334,01M0MX49WHZ1YWJ69REV29D69J,410258ZSW0QAXSVS8S3VV7TE,16,35.00,560.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1335,01M0MX49WHAM0AEGWB0YRYVPGM,4138050CXS9PQSNF661Q1A1F,13,140.00,1820.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1336,01M0MX49WHAM0AEGWB0YRYVPGM,41511344QHQDJBZ4FRV45NKC,4,350.00,1400.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1337,01M0MX49WHAM0AEGWB0YRYVPGM,4088862F2RR4FH8VD6HQ69ZM,15,350.00,5250.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1338,01M0MX49WHH9BM75NQQ4P49PZR,4162975Y25KN73W7KKDJGX6P,11,245.00,2695.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1339,01M0MX49WHH9BM75NQQ4P49PZR,410258ZSW0QAXSVS8S3VV7TE,20,35.00,700.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1340,01M0MX49WHH9BM75NQQ4P49PZR,41085841ZKREWJPCC4PWVWR7,2,15.00,30.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1341,01M0MX49WHG8BYH5E78FW1JE2C,409420087QNW2D06G06MH7JS,3,350.00,1050.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1342,01M0MX49WHG8BYH5E78FW1JE2C,41511344QHQDJBZ4FRV45NKC,16,350.00,5600.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1343,01M0MX49WHG8BYH5E78FW1JE2C,4082223DQAKGCJ8P0XHQQNB2,14,112.00,1568.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1344,01M0MX49WH5PZFBBFZSFAZQE3T,4138050CXS9PQSNF661Q1A1F,3,140.00,420.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1345,01M0MX49WH0D8JA6CN1AB8SCX2,4162975Y25KN73W7KKDJGX6P,20,245.00,4900.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1346,01M0MX49WH0D8JA6CN1AB8SCX2,413005KN3WGNAPH6NCQ5JCT9,17,350.00,5950.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1347,01M0MX49WH9WH99QVVB297R1XS,407702R5D86R3CBB81E3X29M,6,350.00,2100.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1348,01M0MX49WH9WH99QVVB297R1XS,413005KN3WGNAPH6NCQ5JCT9,16,350.00,5600.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1349,01M0MX49WH9WH99QVVB297R1XS,416496PKZM0T9NY433H8KP6M,1,30.00,30.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1350,01M0MX49WH6R8KWSJ8EXM6Q0GH,416951J7FD3NBDV1MM1QS36H,7,415.00,2905.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1351,01M0MX49WH6R8KWSJ8EXM6Q0GH,407702R5D86R3CBB81E3X29M,20,350.00,7000.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1352,01M0MX49WH6R8KWSJ8EXM6Q0GH,408186TJ449WSVW673RWDK4X,17,30.00,510.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1356,01M0MX49WHKXSCQNPQW58XRZ9G,411039DJMEE6FWS52GMATRN7,13,25.00,325.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1357,01M0MX49WHKXSCQNPQW58XRZ9G,4162975Y25KN73W7KKDJGX6P,19,245.00,4655.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1361,01M0MX49WH7ZY4ZP4TCJPWNA38,4088862F2RR4FH8VD6HQ69ZM,20,350.00,7000.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1362,01M0MX49WH7ZY4ZP4TCJPWNA38,409339V9MK4RHRG0A0XWT91W,15,485.00,7275.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1365,01M0MX49WHGQM4ECXCDEYJ1FB0,409892D87XEVH1ZTZXV5F6C1,4,155.00,620.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1366,01M0MX49WHGQM4ECXCDEYJ1FB0,408186TJ449WSVW673RWDK4X,9,30.00,270.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1367,01M0MX49WHRMDZEFW3P5ZK4S1N,414773WE720HJ0P121AG8FHQ,15,350.00,5250.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1368,01M0MX49WHRMDZEFW3P5ZK4S1N,4162975Y25KN73W7KKDJGX6P,19,245.00,4655.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1369,01M0MX49WHRMDZEFW3P5ZK4S1N,411921G8X1MT1A4Z5EPH3YP4,8,30.00,240.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1370,01M0MX49WH1XW76SQGVS81KH5H,411039DJMEE6FWS52GMATRN7,15,25.00,375.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1371,01M0MX49WH1XW76SQGVS81KH5H,412596TV7NC82RBGNTA0W8JZ,1,35.00,35.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1372,01M0MX49WH88R5QH7SAR7RK8JA,4162975Y25KN73W7KKDJGX6P,8,245.00,1960.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1373,01M0MX49WHAJKDSZQPVENP0S9S,4138050CXS9PQSNF661Q1A1F,17,140.00,2380.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1374,01M0MX49WHAJKDSZQPVENP0S9S,410258ZSW0QAXSVS8S3VV7TE,1,35.00,35.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1375,01M0MX49WH03W4618MS8ZPV5R2,4162975Y25KN73W7KKDJGX6P,11,245.00,2695.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1377,01M0MX49WHZ0RYQ9VDNZBCHEY0,414773WE720HJ0P121AG8FHQ,6,350.00,2100.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1378,01M0MX49WHZ0RYQ9VDNZBCHEY0,411039DJMEE6FWS52GMATRN7,7,25.00,175.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1379,01M0MX49WHZ0RYQ9VDNZBCHEY0,411921G8X1MT1A4Z5EPH3YP4,7,30.00,210.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1380,01M0MX49WHK6PK999JXRYMYZTR,409339V9MK4RHRG0A0XWT91W,8,485.00,3880.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1381,01M0MX49WHK6PK999JXRYMYZTR,409339V9MK4RHRG0A0XWT91W,8,485.00,3880.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1382,01M0MX49WH1WKK42VPZR7ACEMX,4116065CZMHNTR71A86YWAMC,3,350.00,1050.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1386,01M0MX49WH6YS3S6S4JP11J9F1,417359ZGZV0QNH8M3DEYW8G5,17,350.00,5950.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1387,01M0MX49WH6YS3S6S4JP11J9F1,414773WE720HJ0P121AG8FHQ,13,350.00,4550.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1388,01M0MX49WH9GMN7EDK8B30Y91Q,407702R5D86R3CBB81E3X29M,17,350.00,5950.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1392,01M0MX49WHH4FMFP7MNS399R16,408186TJ449WSVW673RWDK4X,15,30.00,450.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1393,01M0MX49WHH4FMFP7MNS399R16,409892D87XEVH1ZTZXV5F6C1,1,155.00,155.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1394,01M0MX49WHH4FMFP7MNS399R16,409420087QNW2D06G06MH7JS,7,350.00,2450.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1397,01M0MX49WH6DJWA5Q9J1TTH643,411921G8X1MT1A4Z5EPH3YP4,20,30.00,600.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1398,01M0MX49WH6DJWA5Q9J1TTH643,409892D87XEVH1ZTZXV5F6C1,12,155.00,1860.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1400,01M0MX49WHNWWSGHK6HHMBME2A,416496PKZM0T9NY433H8KP6M,6,30.00,180.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1401,01M0MX49WHNWWSGHK6HHMBME2A,412596TV7NC82RBGNTA0W8JZ,5,35.00,175.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1402,01M0MX49WH9HQPYV8XS4HAJTKB,414773WE720HJ0P121AG8FHQ,8,350.00,2800.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1403,01M0MX49WHGW10EEX5QBR8G16X,409339V9MK4RHRG0A0XWT91W,5,485.00,2425.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1404,01M0MX49WHGW10EEX5QBR8G16X,41511344QHQDJBZ4FRV45NKC,16,350.00,5600.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1405,01M0MX49WH9TVAE9246GAYVJXP,41511344QHQDJBZ4FRV45NKC,17,350.00,5950.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1406,01M0MX49WH9TVAE9246GAYVJXP,410258ZSW0QAXSVS8S3VV7TE,11,35.00,385.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1407,01M0MX49WHY2K7AB56D8YN64VA,412596TV7NC82RBGNTA0W8JZ,2,35.00,70.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1408,01M0MX49WHY2K7AB56D8YN64VA,4162975Y25KN73W7KKDJGX6P,4,245.00,980.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1409,01M0MX49WHY2K7AB56D8YN64VA,41085841ZKREWJPCC4PWVWR7,6,15.00,90.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1410,01M0MX49WHJF34TYS78K04HBEY,411921G8X1MT1A4Z5EPH3YP4,4,30.00,120.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1411,01M0MX49WHJF34TYS78K04HBEY,416496PKZM0T9NY433H8KP6M,11,30.00,330.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1412,01M0MX49WHDKJRGZMTR4RES144,410258ZSW0QAXSVS8S3VV7TE,9,35.00,315.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1413,01M0MX49WHDKJRGZMTR4RES144,4138050CXS9PQSNF661Q1A1F,1,140.00,140.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1414,01M0MX49WHDKJRGZMTR4RES144,41150684MEXX0KJ3HG4B279E,4,30.00,120.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1415,01M0MX49WHATTVWK9PYEK028EM,409339V9MK4RHRG0A0XWT91W,19,485.00,9215.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1416,01M0MX49WHATTVWK9PYEK028EM,412596TV7NC82RBGNTA0W8JZ,18,35.00,630.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1417,01M0MX49WHATTVWK9PYEK028EM,417359ZGZV0QNH8M3DEYW8G5,10,350.00,3500.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1418,01M0MX49WHGXBM877W3ZTS3BX8,411921G8X1MT1A4Z5EPH3YP4,15,30.00,450.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1419,01M0MX49WHGXBM877W3ZTS3BX8,413521JP1792738MBB68XMK5,13,350.00,4550.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1420,01M0MX49WHGXBM877W3ZTS3BX8,4082223DQAKGCJ8P0XHQQNB2,10,112.00,1120.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1425,01M0MX49WHVQNAF989BHSPRRBG,41085841ZKREWJPCC4PWVWR7,9,15.00,135.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1426,01M0MX49WHVQNAF989BHSPRRBG,4082223DQAKGCJ8P0XHQQNB2,13,112.00,1456.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1427,01M0MX49WHEJJ7M1HD0YX3YME4,412596TV7NC82RBGNTA0W8JZ,17,35.00,595.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1428,01M0MX49WHEJJ7M1HD0YX3YME4,416496PKZM0T9NY433H8KP6M,14,30.00,420.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1429,01M0MX49WHR3WDMEAD1PMSWEZW,41511344QHQDJBZ4FRV45NKC,8,350.00,2800.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1430,01M0MX49WHTC8FPKA5HNYRAZDX,413521JP1792738MBB68XMK5,7,350.00,2450.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1431,01M0MX49WHTC8FPKA5HNYRAZDX,417359ZGZV0QNH8M3DEYW8G5,13,350.00,4550.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1432,01M0MX49WHTC8FPKA5HNYRAZDX,4116065CZMHNTR71A86YWAMC,4,350.00,1400.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1433,01M0MX49WHWF24P9EDNBJ4SV2D,410258ZSW0QAXSVS8S3VV7TE,2,35.00,70.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1434,01M0MX49WHWF24P9EDNBJ4SV2D,409420087QNW2D06G06MH7JS,13,350.00,4550.00,cancelled,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1435,01M0MX49WHK718M74D849FXKAC,4116065CZMHNTR71A86YWAMC,9,350.00,3150.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1436,01M0MX49WHHRAP2ERAZNEHJ006,4162975Y25KN73W7KKDJGX6P,10,245.00,2450.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1437,01M0MX49WHHRAP2ERAZNEHJ006,4088862F2RR4FH8VD6HQ69ZM,8,350.00,2800.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1438,01M0MX49WHHRAP2ERAZNEHJ006,416951J7FD3NBDV1MM1QS36H,15,415.00,6225.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1439,01M0MX49WH7WBPAP0CB6PWHMJ6,409420087QNW2D06G06MH7JS,2,350.00,700.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1440,01M0MX49WH4NQ3527WFS400RPJ,411921G8X1MT1A4Z5EPH3YP4,15,30.00,450.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1441,01M0MX49WH4NQ3527WFS400RPJ,410258ZSW0QAXSVS8S3VV7TE,9,35.00,315.00,delivered,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1442,01M0MX49WHVYMTS0BGYD7PR2NB,410258ZSW0QAXSVS8S3VV7TE,6,35.00,210.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1443,01M0MX49WHVYMTS0BGYD7PR2NB,412596TV7NC82RBGNTA0W8JZ,20,35.00,700.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1444,01M0MX49WHVYMTS0BGYD7PR2NB,416496PKZM0T9NY433H8KP6M,19,30.00,570.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1448,01M0MX49WHM5HNGR0B26Q9C4MN,41150684MEXX0KJ3HG4B279E,9,30.00,270.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1449,01M0MX49WHM5HNGR0B26Q9C4MN,41511344QHQDJBZ4FRV45NKC,10,350.00,3500.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1450,01M0MX49WHS7XTAT8RMT1APZFE,4138050CXS9PQSNF661Q1A1F,10,140.00,1400.00,pending,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1454,01M0MX49WHZ0Q2RGA7JF6J9N8F,410258ZSW0QAXSVS8S3VV7TE,12,35.00,420.00,confirmed,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
1455,01M0MX49WHS2FTX42G3TDG3T10,41150684MEXX0KJ3HG4B279E,13,30.00,390.00,processing,2026-08-23 16:39:18.391945+08,2026-08-23 16:39:18.391945+08
