id,status,freezer_id,account_id,user_id,created_at,updated_at,origin,destination
01KZV5Q32PH3K2QENBSPJD0A27,for pullout,01KZRTCK0GF6MN2Q4H2087EGE7,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW4877VA8TBBCFWH8TVEM7,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14VWS3587600FPGYJJ,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q32PAZ6NMNMRWPHHNGKM,for downgrade,01KZRTCK0BXBF2JS9X9BXN8Z0Z,01KZRRGW146F8C4946XJM2S6EC,01KZRW4877QESJQX4TK48W4NS1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14G35YB41SN7AN85CV
01KZV5Q32PJ224CJQT2XGN78Y5,for upgrade,01KZRTCK09RN9DJ46HGFCMN58Q,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877EFAE21HQ86WYE6X8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW14MXEWF9HMYNXVS5ER
01KZV5Q32PW64KEZENDM212QA0,for replacement - broken unit,01KZRTCK09Y3R2M1FRET9HHVA2,01KZRRGW14THZB9B34PPHZSFE2,01KZRW4877T3KKF85T8W2FJ0J5,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q32Q01VQ2VME06MC9D3V,pullout by dealer,01KZRTCK0HP2DT7ACB4SQT7DX3,01KZRRGW1448AZYH3Y9E70DS21,01KZRW4877BFP4JMW1E9SHS153,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14G35YB41SN7AN85CV,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q32Q7DPTN1PSANJ0Z0B4,pullout by distributor,01KZRTCK0AEVPKWS07PC1Y8XPB,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRW48778GNNZ5BFJZ0VXNNN,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14J5MRZ241JHXYMPE5,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q32Q33Q4ATAK2VHFX4D9,pullout by dealer,01KZRTCK0D2MSZRKPMHPWZ2Z6V,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRW48771VS10A2E45E408EC,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q32Q1HC6KAYD9B1NFNEA,for downgrade,01KZRTCK0HAFXMSMEWT5R0CHVR,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877X5K4QDEQJ8HJV36S,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14THZB9B34PPHZSFE2,01KZRRGW14SVP3PKMRRXC2J621
01KZV5Q32QWWVZ7VXM7CFECXPR,pullout by dealer,01KZRTCK08BNBG3WHVFR7752C9,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW4877QESJQX4TK48W4NS1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14WSB3JJJKQDEREKF3
01KZV5Q32QZKXRNCC00HBDTFPK,for pullout,01KZRTCK0DFFGNQGABVBR5FQYF,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877G39D68T0PQZ5M81A,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X04WHWJ78QR6J8H3,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q32QM1B11FZGSQB1MP63,pullout by distributor,01KZRTCK0AWKNQ4AEBDNP3CNY2,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRW4877G0YHH3T1F43JMJ4N,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q32QCR5TYV7SET65716H,for pullout,01KZRTCK0GX27B750G175T3FKV,01KZRRGW14KBMMYGKVHMX9RQD8,01KZRW48774CQFFFPSV57ZNBPR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q32QG802F9FECZ62936F,for upgrade,01KZRTCK0D1Y7TW9V82Y98HN68,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877R9Q45MFW4A93MM51,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q32Q77ET2D1V2EWT5F84,pullout by dealer,01KZRTCK0CMFV5SXDDZK891JRK,01KZRRGW146F8C4946XJM2S6EC,01KZRW48773GHQQ4H8241WY49R,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Y65J9N71RS7C99PT,01KZRRGW14SVP3PKMRRXC2J621
01KZV5Q32Q4XK690RX723BKQ19,for replacement - broken unit,01KZRTCK0D0XNJRCBJ7K1T6QWV,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRW4877FZS8TFJN9ZMN5RWV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14VWS3587600FPGYJJ,01KZRRGW14RBSVD8GEY7WA5YWC
01KZV5Q32Q5W6NWA3XX9NFH77X,deployment,01KZRTCK0CBK918AZD6QAEDYC6,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRW4877FZ26T405N4WYZMRG,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRRGW14WSB3JJJKQDEREKF3
01KZV5Q32Q5YB1FGFK2YHDPDN8,pullout by distributor,01KZRTCK0E0DSWK4C0CZ9BNDER,01KZRRGW14200T0G4QVVJEZMW1,01KZRW4877D5ZY6TAERNGTV34K,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14SVP3PKMRRXC2J621,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q32Q75SS1D57Q5KTZZG9,for upgrade,01KZRTCK0DEGHHJHD67ZFEXVZN,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRW4877VZEYQPDKKQXF13AV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14FX4FRK4R4E3MKR5J,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q32Q96S24TK00ZZ0PR44,for downgrade,01KZRTCK0BXTANP5CFWN1KQ1TC,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRW4877B4VKB2E5TT4BWFP8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q32QEHYY2X7G6Z2EN98D,deployment,01KZRTCK0ECDDPYJ12K91GHAEQ,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW4877F027DTG1RSTES089,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q32QS0NWD4HFMN6W8XE3,for replacement - broken unit,01KZRTCK0AAMDH0JZWDHMKJK9S,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW4877XM3HSHJZWNN5DMVE,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q32QZKSA46915NP53HVT,pullout by dealer,01KZRTCK0C636V50XAHJ89M8DY,01KZRRGW14DC1V4DFEXXX74JBW,01KZRW4877ZVCRK1H9RNQPG5NR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q32Q7MFG0N9JPY90AQXX,pullout by distributor,01KZRTCK0GVQCHXHTG0K6DYA0Z,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877SBDJ1EK7XZMJJQ2W,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14FX4FRK4R4E3MKR5J,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q32QFFCGCV2ECBHEMTCY,for pullout,01KZRTCK0DWJ7HYXSHEKGCWTJC,01KZRRGW14N5VHBCMAJGNJ0GJH,01KZRW48779S54N1CEJC2Y3AZY,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q32QP9BJM2KJTZP0HDAE,for pullout,01KZRTCK0AKCWBHDYCJ592BJSH,01KZRRGW14X9Y2N7Y1J43BS87F,01KZRW48777JDTMGDM6JZY87AF,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRRGW14N5VHBCMAJGNJ0GJH
01KZV5Q32QR33BQGB5XSD03PME,deployment,01KZRTCK09X089VKFK4JRYAFKB,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRW4877AMSR96T952JSFTS6,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14KMGR1H2QPNVXB420,01KZRRGW14WSB3JJJKQDEREKF3
01KZV5Q32QBZ4B6JN7ES7KG30W,pullout by distributor,01KZRTCK09RN2ZJN8C382NNETD,01KZRRGW14KMGR1H2QPNVXB420,01KZRW4877Z8TPYQZSPSR7KQ3R,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW14K9GDB2KGW0SVFJBM
01KZV5Q32QVBFYBAYPHFY1PPJN,pullout by distributor,01KZRTCK0EXRE3AH897P6FDZT6,01KZRRGW14WSB3JJJKQDEREKF3,01KZRW48771S3VZMTY431CY71G,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW14MXEWF9HMYNXVS5ER
01KZV5Q32QJV4KXK1DHDDGYR3J,deployment,01KZRTCK0BBRHB6W67DC1946DM,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRW4877VA8TBBCFWH8TVEM7,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Y65J9N71RS7C99PT,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q32RTN79BT6WYRBKZJTW,for pullout,01KZRTCK0CSXS2TANW55X6317F,01KZRRGW14N56M3HGFGXE3FN5T,01KZRW4877AZR5K32Y5PAGXHRC,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q32RCEKD0HDV1QXNR4KP,pullout by dealer,01KZRTCK0ANJQVREKV0BCZPGRZ,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRW4877V0J57H3JPGGS28WZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRRGW14W9JF1K1J0X6X34N8
01KZV5Q32RV1N0MRDKBHPTARCM,deployment,01KZRTCK0BH8602JP17M6G1MA5,01KZRRGW14G35YB41SN7AN85CV,01KZRW4877D0MJ7B5AT3RZ0G0Q,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q32R41NHJ9PH3R3WQSK3,for replacement - broken unit,01KZRTCK0AMP43S2KEKS9TB4MA,01KZRRGW14WSB3JJJKQDEREKF3,01KZRW4877E1K1FVC8Z9DHP6KE,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW140MQ9ZE887EQDG87Z
01KZV5Q32R8TSAEC2MSPPBN1VE,pullout by dealer,01KZRTCK0EZ4QMCDC5BA6MX9J8,01KZRRGW143XAZME28X8CPEY8S,01KZRW4877AMSR96T952JSFTS6,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q32R8QQ5Q9WSJ1SAJZ2F,for replacement - broken unit,01KZRTCK0G3CYD7AB61CH46401,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877TRFEBWEFKEZC1X5H,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q32RDC06KQF3311KNZ62,pullout by dealer,01KZRTCK0EMBB4M9QMX4B1TQBT,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877TQ7065A4RCCYE8SH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143DR9TSRKKQDPRDKM,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q32RKYXBPF284GM27R6E,pullout by dealer,01KZRTCK0BG3VZV9TK580W16BY,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877V5PZPAVH7Z3DSPSZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRRGW14PHE1YJB3BS55XR3K
01KZV5Q32R5TW45P9FTYMEZ93J,for downgrade,01KZRTCK0E2TZ41D59P6QATK6K,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRW48773P9B1HDR1BKFG957,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW14THZB9B34PPHZSFE2
01KZV5Q32R3WQ42M5VR4NG8PSW,for pullout,01KZRTCK0ER5GH761SHHR3Z74C,01KZRRGW1448AZYH3Y9E70DS21,01KZRW4877C5YNZ203SCBWWZXZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q32RT1HNVX29TRG1MFDV,pullout by distributor,01KZRTCK090THH65VT7Z8XH6DP,01KZRRGW143DR9TSRKKQDPRDKM,01KZRW487701VM9C8JDQAVM50G,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q32RTWFWPME479AZMNVP,for downgrade,01KZRTCK09S558QVBHTFWY4T6N,01KZRRGW14G35YB41SN7AN85CV,01KZRW4877FQ91CFKG4PJTR1JJ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRRGW1448AZYH3Y9E70DS21
01KZV5Q32RT90CYVRJ0A9CEP5D,for replacement - broken unit,01KZRTCK09JN0THVZ31Y0WZVVG,01KZRRGW14X9Y2N7Y1J43BS87F,01KZRW4877TQ7065A4RCCYE8SH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRRGW14G35YB41SN7AN85CV
01KZV5Q32RR2PVW81FB5XK0P12,for upgrade,01KZRTCK0G5MVQXDRCE7B6VZ1X,01KZRRGW14DC1V4DFEXXX74JBW,01KZRW4877SRMJMM3R17R2QE73,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14SVP3PKMRRXC2J621,01KZRRGW14WH1V6PTWDSASC4XK
01KZV5Q32R2A1KBKZD95SSQ2WW,for pullout,01KZRTCK0DJHWF18CVJQXSACA6,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877GVVZRA6JKSTGEVNK,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q32R0VR1NBPS0GCEREJE,pullout by dealer,01KZRTCK0G6N69PYS73Y67B05H,01KZRRGW14VWS3587600FPGYJJ,01KZRW4877ZVCRK1H9RNQPG5NR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q32RMWQF53WE2V2HV0Z2,deployment,01KZRTCK08W2VKBBGB5EHC35RN,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877HTTETZMDFBTY9TG8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q32SRCN654NR2XNAT0VJ,pullout by distributor,01KZRTCK0D0A555RXQ4VNQE3MT,01KZRRGW14FX4FRK4R4E3MKR5J,01KZRW4877B3D0MZHS3AQRJ814,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X04WHWJ78QR6J8H3,01KZRRGW14JQ7JEW5HBDS8P7VJ
01KZV5Q32S3W4X4MXGFAQ7Z5GQ,for upgrade,01KZRTCK0BDZAEDAFEA2GAHZQG,01KZRRGW14KMGR1H2QPNVXB420,01KZRW4877DZMG7S8EQEYF7D89,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW14PHE1YJB3BS55XR3K
01KZV5Q32S8XMNE54VE403C5KZ,for downgrade,01KZRTCK0B0ET9WRBR0G21QAK9,01KZRRGW14J5MRZ241JHXYMPE5,01KZRW4877W4J1M6PJM0QPSR4V,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q32S0WN0YJ73A6BSVHWG,deployment,01KZRTCK09PFWN3HFQVTVA1G1N,01KZRRGW14N5VHBCMAJGNJ0GJH,01KZRW4877VA8TBBCFWH8TVEM7,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q32SJ3JTNHQ8H9BDYA25,for pullout,01KZRTCK0GBKCV3Y4R9FVP6GAD,01KZRRGW146F8C4946XJM2S6EC,01KZRW4877NYSZZ4VFYZTN4ES1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q32S9ZAQD81WP7JNDQ1Z,for downgrade,01KZRTCK0CKVTRXF06YEV6NB99,01KZRRGW14SVP3PKMRRXC2J621,01KZRW4877VA8TBBCFWH8TVEM7,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14JQ7JEW5HBDS8P7VJ
01KZV5Q32S0ZKJRK3HMP2CZ7YN,for replacement - broken unit,01KZRTCK0D9C8737QVTS68FQT2,01KZRRGW140MQ9ZE887EQDG87Z,01KZRW4877B9B3MX4SDENM2X4F,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14VWS3587600FPGYJJ,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q32S4NW3K2DK01KWC4GA,deployment,01KZRTCK0E5FKHYBWJSN5G9N4B,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW4877MFF924CSKP3J6WW4,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q32SEHQKFGQPHNB7EBPM,for downgrade,01KZRTCK0DV56PAA5Q9DK5VZZ9,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRW48778X9EQJ3KN65YC121,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW14WSB3JJJKQDEREKF3
01KZV5Q32S65MJ64053VFGGMJ0,for upgrade,01KZRTCK09JDN45Y0CMF0QB4H0,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW48779V159SGJGWDHBYTJ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143XAZME28X8CPEY8S,01KZRRGW142XAJ3EN2YJAF1HJB
01KZV5Q32SEPNRX7KG25ATEHH1,pullout by dealer,01KZRTCK0GH2W5DXZHC14YE730,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877YEX8C3RH16STZ2B2,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW14200T0G4QVVJEZMW1
01KZV5Q32SEVPCPWHD2ATT1RE8,for downgrade,01KZRTCK0CK0CKRD1PY72EX1Q2,01KZRRGW14FX4FRK4R4E3MKR5J,01KZRW4877Z1GGC6GJTVS7J2AP,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW14MXEWF9HMYNXVS5ER
01KZV5Q32SE3825NQ4MDCQWXRJ,pullout by dealer,01KZRTCK09HB4VP5Z9TR48H6Z6,01KZRRGW14XPKB44H9B6WS515H,01KZRW48778X9EQJ3KN65YC121,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW14J5MRZ241JHXYMPE5
01KZV5Q32SD8AZ7GHQ65DEDPG0,for upgrade,01KZRTCK0EAJVR02XV8WCNFXJQ,01KZRRGW14SVP3PKMRRXC2J621,01KZRW4877Q5X4JA1EXXW4HQ9R,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW14200T0G4QVVJEZMW1
01KZV5Q32SXF38J9DF7EJ1ZKKR,for pullout,01KZRTCK0CF7VCNFNEBHA9MSYH,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW48771BV67J8RNDGKP3AK,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q32TK7M0356EGZJGEXYY,for pullout,01KZRTCK0BWF30DYT87X6AH4D8,01KZRRGW14VWS3587600FPGYJJ,01KZRW4877WE0F7J1HSG76PWQF,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14VWS3587600FPGYJJ,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q32TSYYFV3YX0V31T1N6,for pullout,01KZRTCK0EM2T547BMFCFG54J6,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRW4877G0YHH3T1F43JMJ4N,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW14A7VW9HY70W2ZKDCX
01KZV5Q32TQDDVRZ900A9BP1AJ,for pullout,01KZRTCK0C04T6F8AGVN2J7C9M,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877H6020WSQ0GV9YAQ5,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW146F8C4946XJM2S6EC,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q32T74JGMPE4TZKVVVTB,for upgrade,01KZRTCK0A1JMVFECWJ2XRBASD,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRW48779V159SGJGWDHBYTJ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q32T7188B0W3DC8Z73NH,for downgrade,01KZRTCK0E7BVGSSN22G2TDSYA,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRW4877RJWA8G8EVGD5AKV5,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142RC6MARTSS19R7GK,01KZRRGW14KVWBG89MRPJPJBXC
01KZV5Q32T0DJZCB8Q0C06XN4D,for replacement - broken unit,01KZRTCK0EKN2D2B328YJ1WW2H,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRW4877ASYYCMJDQ4ZM72CY,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q32TPQAYSC1ZHNF1W23Q,for pullout,01KZRTCK0EQT6F5Z4P9EPZSRED,01KZRRGW14EVYGVAR1F5M4N714,01KZRW4877JT4P6WNFK8H35SP9,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X04WHWJ78QR6J8H3,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q32T2M94P6PMCNGTVCHW,for replacement - broken unit,01KZRTCK0CJSAMVNDAWSSM2W7N,01KZRRGW14SVP3PKMRRXC2J621,01KZRW4877NYSZZ4VFYZTN4ES1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143XAZME28X8CPEY8S,01KZRRGW147SW8PDR6Z12DT4B9
01KZV5Q32TYEBXKEV3FF89SSVB,deployment,01KZRTCK0GG5AGBZY7AC1DEK66,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877QESJQX4TK48W4NS1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q32TYRATETRBJ3NVCHRH,deployment,01KZRTCK0BMSRJPEBP3NQM86X9,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRW4877ASYYCMJDQ4ZM72CY,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N56M3HGFGXE3FN5T,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q32TY8ZYX1V0JFECM1JP,pullout by distributor,01KZRTCK0C2ZPRW1BRBNNHZXQ4,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877TQ3XX3R3NF9TGABV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14200T0G4QVVJEZMW1,01KZRRGW14SVP3PKMRRXC2J621
01KZV5Q32TCFNFC98E2ZSYJF6E,for upgrade,01KZRTCK09D4XSVNGDB7GS82S2,01KZRRGW14DC1V4DFEXXX74JBW,01KZRW48777JDTMGDM6JZY87AF,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N5VHBCMAJGNJ0GJH,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q32TT3D9A568D0RW60KF,pullout by dealer,01KZRTCK0AQE0ERW5C96Z8AKH6,01KZRRGW147SW8PDR6Z12DT4B9,01KZRW487741KD7GWF4QB79EFH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14JQ7JEW5HBDS8P7VJ
