id,user_id,account_id,order_date,expected_delivery_date,received_delivery_date,updated_by,status,total_price,created_at,updated_at
01M0MX49WG2BHYCANQQ5X0NVTV,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-01-06,,,,pending,3300.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGBYYQ71YGQVV8BQT9,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-07-06,,,,pending,9460.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGJMYKTCMGMTS1QP9X,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-06-19,,,,delivered,1750.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6M3FP0TYM4M9B22Q,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-02-07,,,,confirmed,6300.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGV7Q4ARCQF8XTJD8S,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-07-19,,,,pending,12950.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGQDNCDYBAHAN5X5D5,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-07-21,,,,cancelled,5040.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGFM890F46XQXBA3X7,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-11-08,,,,delivered,6250.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGHV8XN913DZFC4N7D,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-08-19,,,,processing,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGT6M69T2YNDV04C72,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-08-22,,,,confirmed,8375.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGBXXSK3HBD064RXB1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-05-09,,,,confirmed,7560.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG1W0C1DW83T7CHY4V,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-07-09,,,,pending,7490.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG7DHAMW7HHDX5AA6D,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-11-09,,,,confirmed,575.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGS6WVWND2GGXSACP1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-09-16,,,,confirmed,2610.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGZQW8HKTMMA7PK0EH,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-09-23,,,,pending,2520.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGBXJPZ9QFJD7K4WWP,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-10-13,,,,confirmed,140.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGJCP8N2CNSWT54A1W,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-10-17,,,,delivered,350.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGXKNSEEZPT2YD0GZE,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-10-22,,,,pending,1925.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG0Q97SZSXQFJVB9BB,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-05-11,,,,delivered,13650.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGQF2TDK9BNNTFEEKZ,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-08-11,,,,confirmed,420.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG7CS1FQRCG7S0FHQ3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-11-20,,,,cancelled,9400.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG4EYYS9XWD0J8A8HV,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-11-23,,,,pending,9050.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGFDECNCK8NHRVJF68,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-05-12,,,,delivered,1816.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6Q99A7EWQFERT70B,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-07-12,,,,delivered,9450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGSV05FPM52Z439GGX,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-12-15,,,,confirmed,10060.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG5Q3ZAC951RDBT7M9,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14K9GDB2KGW0SVFJBM,2020-12-21,,,,cancelled,135.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG191QB24Y4H6SHHYG,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-01-01,,,,pending,420.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGYZV2GSX1CGBWZEPS,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-01-17,,,,confirmed,5020.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGX9N8EF5HH58JTVY7,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-01-23,,,,confirmed,6650.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGZD5X0KGHZJFY744F,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-01-02,,,,confirmed,450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG241N62GVA77W7W1Z,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-02,,,,processing,1550.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG48F8R5647AT2Y23R,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-11-02,,,,pending,11525.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGQYS5RPCYDRKT0TX8,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-16,,,,delivered,7665.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGTYETHXEV5NGYG704,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-23,,,,delivered,4550.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGJA1646PK3JW64P68,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-06-03,,,,pending,2450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6CKSR7RME8BTEX6G,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-03-14,,,,processing,2765.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAHXDZ0TS3H7Z0060,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-03-16,,,,cancelled,5250.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGJH0TR9Y4GRN4A6HZ,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-03-22,,,,pending,760.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGYQMJWNREN7F2C8PB,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-04,,,,delivered,8470.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPW1ZCJ8X7CN2WD8V,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-09-04,,,,confirmed,3150.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGYS1PM8DK3GYE0JT6,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-04-13,,,,processing,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG4TKERWJRAMX7R0S3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-04-21,,,,confirmed,210.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG3SSN0YPYE2S7W5EQ,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-05-05,,,,confirmed,5270.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGFKZX5NNAEDK8E550,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-09-05,,,,confirmed,2885.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGNRA5YTDHJR69TNJJ,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-06,,,,confirmed,215.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG6KWK6GVYPGZFC7WB,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-06,,,,cancelled,14760.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGGYMSGAE43BFZQ05D,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-06-20,,,,confirmed,5555.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPAJD7ATEPFVP3TPK,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-06-23,,,,delivered,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGHEFF9M60H315CKGC,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-07,,,,delivered,2380.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGM8A13ZHYDFJ7RDH8,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-07,,,,confirmed,4900.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWQWHSMR1SQ79FDET,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-07-20,,,,delivered,475.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG001HN4ENDZWM2H6J,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-07-22,,,,processing,8900.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG3T5FADEQ97G8N9CN,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-04-08,,,,delivered,4228.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG8PDB8WXPN0FX7D8W,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-10-08,,,,pending,6650.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGB0DFFSZAA04093EY,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-13,,,,cancelled,1050.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGDDTNTRVY2EVT20NA,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-18,,,,processing,3925.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG2D74ZXRT6WB4JNHF,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-08-23,,,,confirmed,700.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGWWGNAF1DYMAQTW4J,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-04-09,,,,processing,5290.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG74Q68TGPS3FVC3ND,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-12-09,,,,confirmed,3500.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGCTCB32YZXTD3K2FQ,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-09-16,,,,confirmed,3850.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGPAQ8GVD63S99YPF2,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-09-22,,,,delivered,6300.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG3KNJE83CY0BRMS09,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-01-10,,,,confirmed,1778.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGNAS5HP2TBQY6558F,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-07-10,,,,pending,3935.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGD4NJ4JWGXGJB0K76,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-10-15,,,,confirmed,4020.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG50THBSE9NGSVQFNR,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-10-24,,,,pending,7560.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGRFS1XBG8QVSFNEFE,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-02-11,,,,confirmed,9100.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGKWWH47GSWRVWWT7N,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-11-13,,,,delivered,8400.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGYZV1AJNK0D3BMH9Q,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-11-21,,,,confirmed,4790.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGAM95XCYZ1V4S24W1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-05-12,,,,confirmed,4165.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WGA8ZYS857F4DVA08N,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-09-12,,,,cancelled,7415.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WG3PF6MCT1H7SVV391,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-12-14,,,,delivered,7245.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHA2FQYG6SX1WMQRRW,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-12-17,,,,pending,5495.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHN1EJNFR7DZ50QHEY,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14J5MRZ241JHXYMPE5,2020-12-22,,,,pending,350.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHDVRXVNJE1A1SQTPF,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-02-01,,,,cancelled,11900.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHQSD0NE26C09A2AMG,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-01-21,,,,delivered,12110.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHGD0BJ8VCVH7Y26T1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-09-02,,,,pending,6115.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHDPXZ7CPX66J65CQ1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-11-02,,,,delivered,1690.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHHY5SCET923GGW8VV,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-02-18,,,,confirmed,1810.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHQ26TKWC6PRTRZK24,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-02-23,,,,cancelled,1995.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHANMKF9KTJMBMAX1G,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-01-03,,,,confirmed,480.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHC69Y84TSKP4JZB2X,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-10-03,,,,delivered,180.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHH3FMYT443S33TM0K,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-11-03,,,,confirmed,3895.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH6QC1BQTF9JEXRQCP,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-03-17,,,,delivered,2800.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH0TN5GF9QDAY54F58,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-09-04,,,,confirmed,2310.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHZC86KFY6W0RJD8GH,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-12-04,,,,delivered,460.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHPWVX254CN8YZ4V4R,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-04-19,,,,pending,6855.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH5HVDDS17GH080SQN,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-04-23,,,,delivered,2600.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHHF3GCYAPVRFHMSQ2,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-05-05,,,,delivered,7000.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH7D5P4A1MTZG5XE64,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-08-05,,,,delivered,5640.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH1VD50GK03013WYY3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-05-13,,,,confirmed,1881.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH1NMZ39B8H90RZVNP,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-05-20,,,,pending,2120.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHQPEYQK6STMZXXAH8,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-05-23,,,,delivered,7700.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHH18ZRKX0X81HHVM9,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-03-06,,,,confirmed,6165.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH7SWFK2VHNVR0FQ4G,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-06-06,,,,delivered,8420.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHV0V65BD0884RT16W,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-06-13,,,,confirmed,9835.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHN6PNHPMYB8AXHHK5,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-06-20,,,,delivered,570.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHQTRGJH99XV4WBN5V,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-06-24,,,,delivered,5320.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHSA6X4F4J9FJR1F49,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-02-07,,,,confirmed,3360.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHYQM644GFNT8K28M9,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-08-07,,,,delivered,1120.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH9B94EZGT03VPNYMD,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-07-13,,,,processing,1610.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHRG0KMKA1T7TCTABM,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-07-19,,,,delivered,7350.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHNEEDJH64F4CK56B3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-08-08,,,,processing,6680.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHYM4JQ8RQNYRC938M,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-09-18,,,,pending,3060.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WH0GTKN928DGJ1TXX1,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-09-21,,,,delivered,6825.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHMX95J1ZZQ9CSRBK3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-05-10,,,,confirmed,7120.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHY3CT3TGCDTN72QBC,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-09-10,,,,pending,2450.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHSWHSBQBFR0NHSVHH,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-10-16,,,,processing,6748.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHYZ8MZCM9X2M6KHDS,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-10-21,,,,delivered,1400.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
01M0MX49WHZT4TTYM3CM57SWD3,01KZRW4877ASYYCMJDQ4ZM72CY,01KZRRGW14Z2V2BPKDSQ6DKV67,2020-04-11,,,,processing,315.00,2026-08-23 16:20:22.999897+08,2026-08-23 16:20:22.999897+08
